"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","qtrly_estabs_count","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs_count","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_count_chg","oty_qtrly_estabs_count_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"01005","3","71","74","0","2017","1","N","Barbour County, Alabama","Local Government","NAICS 71 Arts, entertainment, and recreation","County, NAICS Sector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",4.44,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01005","3","71","74","0","2017","2","N","Barbour County, Alabama","Local Government","NAICS 71 Arts, entertainment, and recreation","County, NAICS Sector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",4.49,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01005","5","71","74","0","2017","1","","Barbour County, Alabama","Private","NAICS 71 Arts, entertainment, and recreation","County, NAICS Sector -- by ownership sector","All establishment sizes",5,27,27,27,111228,103146,2704,317,"",0.63,0.24,0.23,0.23,0.18,0.25,0.47,0.75,"",0,0.0,-2,-6.9,-2,-6.9,-2,-6.9,-1488,-1.3,-3775,-3.5,1332,97.1,18,6.0
"01005","5","71","74","0","2017","2","","Barbour County, Alabama","Private","NAICS 71 Arts, entertainment, and recreation","County, NAICS Sector -- by ownership sector","All establishment sizes",5,36,37,37,123109,70226,1998,258,"",0.63,0.29,0.28,0.26,0.17,0.40,0.62,0.60,"",0,0.0,5,16.1,5,15.6,4,12.1,2249,1.9,9131,14.9,1192,147.9,-33,-11.3
"01007","5","71","74","0","2017","1","","Bibb County, Alabama","Private","NAICS 71 Arts, entertainment, and recreation","County, NAICS Sector -- by ownership sector","All establishment sizes",4,8,9,8,31197,31197,508,288,"",0.79,0.14,0.15,0.13,0.09,0.16,0.15,0.62,"",-1,-20.0,-3,-27.3,-2,-18.2,-3,-27.3,-13139,-29.6,-12336,-28.3,-390,-43.4,-22,-7.1
"01007","5","71","74","0","2017","2","","Bibb County, Alabama","Private","NAICS 71 Arts, entertainment, and recreation","County, NAICS Sector -- by ownership sector","All establishment sizes",4,9,9,9,36725,19619,284,314,"",0.78,0.14,0.13,0.12,0.09,0.25,0.18,0.66,"",-1,-20.0,-2,-18.2,-2,-18.2,-2,-18.2,-7621,-17.2,4703,31.5,9,3.3,4,1.3
"01009","5","71","74","0","2017","1","","Blount County, Alabama","Private","NAICS 71 Arts, entertainment, and recreation","County, NAICS Sector -- by ownership sector","All establishment sizes",9,71,70,77,247816,202174,2711,262,"",0.83,0.61,0.59,0.63,0.40,0.54,0.60,0.66,"",0,0.0,21,42.0,18,34.6,18,30.5,72165,41.1,64710,47.1,406,17.6,10,4.0
"01009","5","71","74","0","2017","2","","Blount County, Alabama","Private","NAICS 71 Arts, entertainment, and recreation","County, NAICS Sector -- by ownership sector","All establishment sizes",9,82,134,172,391898,257652,3222,233,"",0.82,0.64,0.98,1.15,0.54,1.39,1.17,0.57,"",-1,-10.0,-4,-4.7,42,45.7,-19,-9.9,-100360,-20.4,-10611,-4.0,-1022,-24.1,-75,-24.4
"01011","5","71","74","0","2017","1","N","Bullock County, Alabama","Private","NAICS 71 Arts, entertainment, and recreation","County, NAICS Sector -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.98,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01011","5","71","74","0","2017","2","N","Bullock County, Alabama","Private","NAICS 71 Arts, entertainment, and recreation","County, NAICS Sector -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.95,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01013","5","71","74","0","2017","1","","Butler County, Alabama","Private","NAICS 71 Arts, entertainment, and recreation","County, NAICS Sector -- by ownership sector","All establishment sizes",3,78,78,84,250074,178193,1052,240,"",0.44,0.82,0.81,0.84,0.52,0.50,0.18,0.63,"",0,0.0,-7,-8.2,-5,-6.0,-3,-3.4,-15681,-5.9,-6240,-3.4,-37,-3.4,-1,-0.4
"01013","5","71","74","0","2017","2","","Butler County, Alabama","Private","NAICS 71 Arts, entertainment, and recreation","County, NAICS Sector -- by ownership sector","All establishment sizes",3,85,92,114,351301,139334,822,279,"",0.43,0.80,0.82,0.94,0.60,0.81,0.26,0.70,"",0,0.0,-6,-6.6,-7,-7.1,0,0.0,25747,7.9,11422,8.9,68,9.0,32,13.0
"01015","5","71","74","0","2017","1","","Calhoun County, Alabama","Private","NAICS 71 Arts, entertainment, and recreation","County, NAICS Sector -- by ownership sector","All establishment sizes",23,187,187,206,652425,558598,7385,260,"",0.65,0.30,0.29,0.31,0.17,0.28,0.23,0.57,"",1,4.5,10,5.6,7,3.9,7,3.5,106106,19.4,93146,20.0,767,11.6,33,14.5
"01015","5","71","74","0","2017","2","","Calhoun County, Alabama","Private","NAICS 71 Arts, entertainment, and recreation","County, NAICS Sector -- by ownership sector","All establishment sizes",23,209,211,231,745807,337113,3717,264,"",0.64,0.30,0.29,0.29,0.17,0.37,0.23,0.57,"",0,0.0,1,0.5,-14,-6.2,4,1.8,45394,6.5,-45173,-11.8,-1135,-23.4,19,7.8
"01017","5","71","74","0","2017","1","N","Chambers County, Alabama","Private","NAICS 71 Arts, entertainment, and recreation","County, NAICS Sector -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.24,0,0,0,0,0,0,0,"N",-1,-33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01017","5","71","74","0","2017","2","N","Chambers County, Alabama","Private","NAICS 71 Arts, entertainment, and recreation","County, NAICS Sector -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.24,0,0,0,0,0,0,0,"N",-1,-33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01019","5","71","74","0","2017","1","","Cherokee County, Alabama","Private","NAICS 71 Arts, entertainment, and recreation","County, NAICS Sector -- by ownership sector","All establishment sizes",4,13,13,13,43433,42333,1333,257,"",0.70,0.18,0.18,0.17,0.12,0.18,0.36,0.66,"",0,0.0,2,18.2,1,8.3,0,0.0,-678,-1.5,22,0.1,-165,-11.0,-26,-9.2
"01019","5","71","74","0","2017","2","","Cherokee County, Alabama","Private","NAICS 71 Arts, entertainment, and recreation","County, NAICS Sector -- by ownership sector","All establishment sizes",4,15,15,17,62658,42759,1469,308,"",0.70,0.19,0.18,0.19,0.14,0.38,0.73,0.76,"",0,0.0,-1,-6.2,-1,-6.2,1,6.2,-1983,-3.1,-2957,-6.5,-164,-10.0,-3,-1.0
"01021","5","71","74","0","2017","1","N","Chilton County, Alabama","Private","NAICS 71 Arts, entertainment, and recreation","County, NAICS Sector -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.19,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01021","5","71","74","0","2017","2","N","Chilton County, Alabama","Private","NAICS 71 Arts, entertainment, and recreation","County, NAICS Sector -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.18,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01023","5","71","74","0","2017","1","N","Choctaw County, Alabama","Private","NAICS 71 Arts, entertainment, and recreation","County, NAICS Sector -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.50,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01023","5","71","74","0","2017","2","N","Choctaw County, Alabama","Private","NAICS 71 Arts, entertainment, and recreation","County, NAICS Sector -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.49,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01025","5","71","74","0","2017","1","","Clarke County, Alabama","Private","NAICS 71 Arts, entertainment, and recreation","County, NAICS Sector -- by ownership sector","All establishment sizes",3,12,14,14,19431,19431,654,112,"",0.32,0.10,0.12,0.12,0.03,0.05,0.13,0.25,"",0,0.0,-1,-7.7,1,7.7,1,7.7,296,1.5,296,1.5,101,18.3,-1,-0.9
"01025","5","71","74","0","2017","2","","Clarke County, Alabama","Private","NAICS 71 Arts, entertainment, and recreation","County, NAICS Sector -- by ownership sector","All establishment sizes",3,15,15,16,21091,15441,515,106,"",0.32,0.12,0.11,0.11,0.03,0.09,0.17,0.23,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01027","5","71","74","0","2017","1","N","Clay County, Alabama","Private","NAICS 71 Arts, entertainment, and recreation","County, NAICS Sector -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.67,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01027","5","71","74","0","2017","2","N","Clay County, Alabama","Private","NAICS 71 Arts, entertainment, and recreation","County, NAICS Sector -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.67,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01031","5","71","74","0","2017","1","","Coffee County, Alabama","Private","NAICS 71 Arts, entertainment, and recreation","County, NAICS Sector -- by ownership sector","All establishment sizes",10,121,110,117,383190,334197,3012,254,"",0.65,0.55,0.49,0.51,0.34,0.42,0.25,0.65,"",-1,-9.1,-32,-20.9,-30,-21.4,-45,-27.8,22025,6.1,2747,0.8,572,23.4,71,38.8
"01031","5","71","74","0","2017","2","","Coffee County, Alabama","Private","NAICS 71 Arts, entertainment, and recreation","County, NAICS Sector -- by ownership sector","All establishment sizes",10,155,160,164,395748,204653,1649,191,"",0.65,0.63,0.62,0.58,0.29,0.51,0.24,0.48,"",0,0.0,6,4.0,-7,-4.2,-21,-11.4,-42110,-9.6,-18223,-8.2,124,8.1,-11,-5.4
"01033","2","71","74","0","2017","1","N","Colbert County, Alabama","State Government","NAICS 71 Arts, entertainment, and recreation","County, NAICS Sector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",8.37,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01033","2","71","74","0","2017","2","N","Colbert County, Alabama","State Government","NAICS 71 Arts, entertainment, and recreation","County, NAICS Sector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",8.36,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01033","5","71","74","0","2017","1","","Colbert County, Alabama","Private","NAICS 71 Arts, entertainment, and recreation","County, NAICS Sector -- by ownership sector","All establishment sizes",17,102,109,122,496088,417188,2695,344,"",0.93,0.30,0.32,0.34,0.22,0.32,0.11,0.69,"",0,0.0,-66,-39.3,-58,-34.7,-50,-29.1,-121753,-19.7,-79102,-15.9,-887,-24.8,63,22.4
"01033","5","71","74","0","2017","2","","Colbert County, Alabama","Private","NAICS 71 Arts, entertainment, and recreation","County, NAICS Sector -- by ownership sector","All establishment sizes",17,140,151,156,670841,269239,1836,346,"",0.92,0.37,0.38,0.37,0.25,0.57,0.20,0.67,"",0,0.0,-47,-25.1,-44,-22.6,-44,-22.0,-51543,-7.1,-18268,-6.4,-321,-14.9,60,21.0
"01035","5","71","74","0","2017","1","N","Conecuh County, Alabama","Private","NAICS 71 Arts, entertainment, and recreation","County, NAICS Sector -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.56,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01035","5","71","74","0","2017","2","N","Conecuh County, Alabama","Private","NAICS 71 Arts, entertainment, and recreation","County, NAICS Sector -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.55,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01037","5","71","74","0","2017","1","N","Coosa County, Alabama","Private","NAICS 71 Arts, entertainment, and recreation","County, NAICS Sector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.59,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01037","5","71","74","0","2017","2","N","Coosa County, Alabama","Private","NAICS 71 Arts, entertainment, and recreation","County, NAICS Sector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.59,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01039","5","71","74","0","2017","1","","Covington County, Alabama","Private","NAICS 71 Arts, entertainment, and recreation","County, NAICS Sector -- by ownership sector","All establishment sizes",12,35,35,45,168624,153843,6323,338,"",0.94,0.20,0.19,0.24,0.18,0.24,0.39,0.82,"",1,9.1,6,20.7,3,9.4,0,0.0,933,0.6,-1112,-0.7,758,13.6,-27,-7.4
"01039","5","71","74","0","2017","2","","Covington County, Alabama","Private","NAICS 71 Arts, entertainment, and recreation","County, NAICS Sector -- by ownership sector","All establishment sizes",11,48,49,54,218432,118145,6123,334,"",0.86,0.24,0.24,0.24,0.19,0.39,0.63,0.80,"",-1,-8.3,5,11.6,0,0.0,-14,-20.6,-41065,-15.8,-18870,-13.8,40,0.7,-40,-10.7
"01041","5","71","74","0","2017","1","N","Crenshaw County, Alabama","Private","NAICS 71 Arts, entertainment, and recreation","County, NAICS Sector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.27,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01041","5","71","74","0","2017","2","N","Crenshaw County, Alabama","Private","NAICS 71 Arts, entertainment, and recreation","County, NAICS Sector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.27,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01043","5","71","74","0","2017","1","","Cullman County, Alabama","Private","NAICS 71 Arts, entertainment, and recreation","County, NAICS Sector -- by ownership sector","All establishment sizes",20,233,231,245,1218040,1009377,8214,396,"",0.77,0.57,0.56,0.57,0.52,0.66,0.43,0.91,"",0,0.0,-32,-12.1,-25,-9.8,3,1.2,4611,0.4,1994,0.2,-471,-5.4,29,7.9
"01043","5","71","74","0","2017","2","","Cullman County, Alabama","Private","NAICS 71 Arts, entertainment, and recreation","County, NAICS Sector -- by ownership sector","All establishment sizes",20,252,263,262,1429833,504584,4189,425,"",0.77,0.56,0.56,0.51,0.51,0.75,0.43,0.95,"",0,0.0,4,1.6,13,5.2,5,1.9,127707,9.8,-3657,-0.7,-365,-8.0,27,6.8
"01045","1","71","74","0","2017","1","","Dale County, Alabama","Federal Government","NAICS 71 Arts, entertainment, and recreation","County, NAICS Sector -- by ownership sector","All establishment sizes",4,169,168,162,969248,0,0,448,"",39.19,38.79,38.65,36.87,16.48,0.00,0.00,0.43,"",0,0.0,9,5.6,2,1.2,-16,-9.0,-13041,-1.3,0,0.0,0,0.0,-2,-0.4
"01045","1","71","74","0","2017","2","","Dale County, Alabama","Federal Government","NAICS 71 Arts, entertainment, and recreation","County, NAICS Sector -- by ownership sector","All establishment sizes",4,164,168,176,842773,0,0,383,"",39.80,37.72,36.09,34.91,15.29,0.00,0.00,0.42,"",0,0.0,-9,-5.2,-19,-10.2,-24,-12.0,-56644,-6.3,0,0.0,0,0.0,12,3.2
"01045","5","71","74","0","2017","1","","Dale County, Alabama","Private","NAICS 71 Arts, entertainment, and recreation","County, NAICS Sector -- by ownership sector","All establishment sizes",4,11,10,9,44294,41417,582,341,"",0.32,0.05,0.04,0.04,0.02,0.05,0.04,0.52,"",0,0.0,-6,-35.3,-7,-41.2,-7,-43.8,-15446,-25.9,-15781,-27.6,-1328,-69.5,65,23.6
"01045","5","71","74","0","2017","2","","Dale County, Alabama","Private","NAICS 71 Arts, entertainment, and recreation","County, NAICS Sector -- by ownership sector","All establishment sizes",4,10,12,11,55045,23791,760,385,"",0.32,0.04,0.04,0.04,0.02,0.11,0.19,0.63,"",0,0.0,-9,-47.4,-5,-29.4,-3,-21.4,-12829,-18.9,-14248,-37.5,-1065,-58.4,72,23.0
"01047","2","71","74","0","2017","1","N","Dallas County, Alabama","State Government","NAICS 71 Arts, entertainment, and recreation","County, NAICS Sector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",12.70,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01047","2","71","74","0","2017","2","N","Dallas County, Alabama","State Government","NAICS 71 Arts, entertainment, and recreation","County, NAICS Sector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",12.73,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01047","5","71","74","0","2017","1","","Dallas County, Alabama","Private","NAICS 71 Arts, entertainment, and recreation","County, NAICS Sector -- by ownership sector","All establishment sizes",6,100,102,102,282388,255885,1510,214,"",0.50,0.55,0.56,0.55,0.26,0.40,0.11,0.48,"",-1,-14.3,7,7.5,6,6.2,9,9.7,9140,3.3,11238,4.6,66,4.6,-10,-4.5
"01047","5","71","74","0","2017","2","","Dallas County, Alabama","Private","NAICS 71 Arts, entertainment, and recreation","County, NAICS Sector -- by ownership sector","All establishment sizes",7,92,88,127,338458,215625,2013,254,"",0.58,0.46,0.42,0.58,0.29,0.78,0.28,0.60,"",1,16.7,-5,-5.2,-29,-24.8,0,0.0,42196,14.2,40287,23.0,979,94.7,54,27.0
"01049","5","71","74","0","2017","1","","DeKalb County, Alabama","Private","NAICS 71 Arts, entertainment, and recreation","County, NAICS Sector -- by ownership sector","All establishment sizes",6,34,36,38,154800,148780,1581,331,"",0.36,0.12,0.12,0.12,0.10,0.13,0.11,0.81,"",-1,-14.3,-13,-27.7,-11,-23.4,-10,-20.8,-4614,-2.9,-472,-0.3,-1772,-52.8,72,27.8
"01049","5","71","74","0","2017","2","","DeKalb County, Alabama","Private","NAICS 71 Arts, entertainment, and recreation","County, NAICS Sector -- by ownership sector","All establishment sizes",6,37,41,42,158615,63126,609,305,"",0.36,0.11,0.12,0.11,0.08,0.13,0.08,0.72,"",-1,-14.3,-10,-21.3,-9,-18.0,-11,-20.8,-8841,-5.3,-13264,-17.4,-1216,-66.6,47,18.2
"01051","2","71","74","0","2017","1","N","Elmore County, Alabama","State Government","NAICS 71 Arts, entertainment, and recreation","County, NAICS Sector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",7.93,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01051","2","71","74","0","2017","2","N","Elmore County, Alabama","State Government","NAICS 71 Arts, entertainment, and recreation","County, NAICS Sector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",7.89,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01051","3","71","74","0","2017","1","N","Elmore County, Alabama","Local Government","NAICS 71 Arts, entertainment, and recreation","County, NAICS Sector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",1.82,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01051","3","71","74","0","2017","2","N","Elmore County, Alabama","Local Government","NAICS 71 Arts, entertainment, and recreation","County, NAICS Sector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",1.82,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01051","5","71","74","0","2017","1","","Elmore County, Alabama","Private","NAICS 71 Arts, entertainment, and recreation","County, NAICS Sector -- by ownership sector","All establishment sizes",13,271,264,267,753173,440055,2801,217,"",0.68,0.97,0.93,0.91,0.49,0.46,0.24,0.52,"",1,8.3,25,10.2,17,6.9,11,4.3,28312,3.9,42376,10.7,-186,-6.2,-6,-2.7
